Tb++++,Tb:1,4,HKFT,1 atm,625.15,298.15,cal/gmol,-88200,cal/gmol,-105900,cal/gmol/K,-104.2,cal/gmol/bar,-0.43164,cal/gmol,-1831.44,cal K/gmol/bar,12.933,cal K/gmol,-20218,cal/gmol/K,39.9963,cal K/gmol,-32789,cal/gmol,374840,ref:G9
Th++++,Th:1,4,HKFT,1 atm,625.15,298.15,cal/gmol,-168500,cal/gmol,-183800,cal/gmol/K,-101,cal/gmol/bar,-0.42886,cal/gmol,-1825,cal K/gmol/bar,12.9154,cal K/gmol,-20244,cal/gmol/K,40.2222,cal K/gmol,-30752,cal/gmol,370930,ref:G9
Tm++++,Tm:1,4,HKFT,1 atm,625.15,298.15,cal/gmol,-30100,cal/gmol,-48300,cal/gmol/K,-105.6,cal/gmol/bar,-0.43349,cal/gmol,-1835.96,cal K/gmol/bar,12.9511,cal K/gmol,-20199,cal/gmol/K,40.0047,cal K/gmol,-33604,cal/gmol,377470,ref:G9
U++++,U:1,4,HKFT,1 atm,625.15,298.15,cal/gmol,-126650,cal/gmol,-141300,cal/gmol/K,-99.6,cal/gmol/bar,-0.42836,cal/gmol,-1823.19,cal K/gmol/bar,12.8955,cal K/gmol,-20252,cal/gmol/K,40.2193,cal K/gmol,-29938,cal/gmol,368350,ref:G9
Yb++++,Yb:1,4,HKFT,1 atm,625.15,298.15,cal/gmol,3800,cal/gmol,-13600,cal/gmol/K,-106.6,cal/gmol/bar,-0.43441,cal/gmol,-1838.54,cal K/gmol/bar,12.9683,cal K/gmol,-20188,cal/gmol/K,39.9511,cal K/gmol,-34215,cal/gmol,378800,ref:G9
Zr++++,Zr:1,4,HKFT,1 atm,625.15,298.15,cal/gmol,-133270,cal/gmol,-150330,cal/gmol/K,-110.3,cal/gmol/bar,-0.4367,cal/gmol,-1843.77,cal K/gmol/bar,12.9811,cal K/gmol,-20167,cal/gmol/K,39.7423,cal K/gmol,-36660,cal/gmol,384170,ref:G9
Pm++++,Pm:1,4,HKFT,1 atm,625.15,298.15,cal/gmol,-34200,cal/gmol,-50400,cal/gmol/K,-99.7,cal/gmol/bar,-0.42836,cal/gmol,-1823.19,cal K/gmol/bar,12.8955,cal K/gmol,-20252,cal/gmol/K,40.2193,cal K/gmol,-29938,cal/gmol,368350,ref:G9
Hf++++,Hf:1,4,HKFT,1 atm,625.15,298.15,cal/gmol,-132600,cal/gmol,-150250,cal/gmol/K,-111.2,cal/gmol/bar,-0.43761,cal/gmol,-1846.38,cal K/gmol/bar,12.9996,cal K/gmol,-20156,cal/gmol/K,39.6914,cal K/gmol,-37271,cal/gmol,385520,ref:G9
Al+++,Al:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-115609,cal/gmol,-126834,cal/gmol/K,-77.7,cal/gmol/bar,-0.33802,cal/gmol,-1700.71,cal K/gmol/bar,14.5185,cal K/gmol,-20758,cal/gmol/K,10.7,cal K/gmol,-80600,cal/gmol,275300,ref:G9
Au+++,Au:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,103600,cal/gmol,97800,cal/gmol/K,-54.8,cal/gmol/bar,-0.17167,cal/gmol,-1196.54,cal K/gmol/bar,10.4352,cal K/gmol,-22843,cal/gmol/K,23.5775,cal K/gmol,-47048,cal/gmol,241150,ref:G9
Ce+++,Ce:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-161600,cal/gmol,-167400,cal/gmol/K,-49,cal/gmol/bar,-0.34833,cal/gmol,-1627.89,cal K/gmol/bar,12.1302,cal K/gmol,-21059,cal/gmol/K,-0.355,cal K/gmol,-127510,cal/gmol,232650,ref:G9
Co+++,Co:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,32000,cal/gmol,22000,cal/gmol/K,-73,cal/gmol/bar,-0.28678,cal/gmol,-1477.77,cal K/gmol/bar,11.5439,cal K/gmol,-21680,cal/gmol/K,16.4739,cal K/gmol,-80659,cal/gmol,269010,ref:G9
Dy+++,Dy:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-158700,cal/gmol,-166500,cal/gmol/K,-55.2,cal/gmol/bar,-0.30003,cal/gmol,-1510.74,cal K/gmol/bar,11.6879,cal K/gmol,-21545,cal/gmol/K,9.5076,cal K/gmol,-94919,cal/gmol,237920,ref:G9
Er+++,Er:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-159900,cal/gmol,-168500,cal/gmol/K,-58.3,cal/gmol/bar,-0.33041,cal/gmol,-1584.92,cal K/gmol/bar,11.9794,cal K/gmol,-21238,cal/gmol/K,8.2815,cal K/gmol,-100215,cal/gmol,241150,ref:G9
Eu+++,Eu:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-137300,cal/gmol,-144700,cal/gmol/K,-53,cal/gmol/bar,-0.31037,cal/gmol,-1535.99,cal K/gmol/bar,11.7871,cal K/gmol,-21440,cal/gmol/K,6.0548,cal K/gmol,-104900,cal/gmol,231610,ref:G9
Fe+++,Fe:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-4120,cal/gmol,-11850,cal/gmol/K,-66.3,cal/gmol/bar,-0.24256,cal/gmol,-1369.61,cal K/gmol/bar,11.1141,cal K/gmol,-22127,cal/gmol/K,19.0459,cal K/gmol,-68233,cal/gmol,258120,"ref:2,14,G9"
Ga+++,Ga:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-38000,cal/gmol,-50600,cal/gmol/K,-79,cal/gmol/bar,-0.28378,cal/gmol,-1470.65,cal K/gmol/bar,11.5197,cal K/gmol,-21709,cal/gmol/K,16.2356,cal K/gmol,-84326,cal/gmol,277870,ref:G9
Gd+++,Gd:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-158600,cal/gmol,-164200,cal/gmol/K,-49.2,cal/gmol/bar,-0.29771,cal/gmol,-1505.06,cal K/gmol/bar,11.6656,cal K/gmol,-21568,cal/gmol/K,6.5606,cal K/gmol,-103474,cal/gmol,232650,ref:G9
Ho+++,Ho:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-161400,cal/gmol,-169000,cal/gmol/K,-54.3,cal/gmol/bar,-0.31198,cal/gmol,-1539.92,cal K/gmol/bar,11.8026,cal K/gmol,-21424,cal/gmol/K,8.6686,cal K/gmol,-98178,cal/gmol,238990,ref:G9
In+++,In:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-23400,cal/gmol,-25000,cal/gmol/K,-63,cal/gmol/bar,-0.22361,cal/gmol,-1323.78,cal K/gmol/bar,10.9433,cal K/gmol,-22316,cal/gmol/K,20.3744,cal K/gmol,-62122,cal/gmol,253460,ref:G9
La+++,La:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-164000,cal/gmol,-169600,cal/gmol/K,-52,cal/gmol/bar,-0.2788,cal/gmol,-1438.24,cal K/gmol/bar,10.9602,cal K/gmol,-21844,cal/gmol/K,4.2394,cal K/gmol,-106122,cal/gmol,215720,ref:G9
Lu+++,Lu:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-159400,cal/gmol,-167900,cal/gmol/K,-63.1,cal/gmol/bar,-0.3563,cal/gmol,-1648.12,cal K/gmol/bar,12.2279,cal K/gmol,-20977,cal/gmol/K,9.565,cal K/gmol,-97160,cal/gmol,245540,ref:G9
Mn+++,Mn:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-20300,cal/gmol,-30700,cal/gmol/K,-74,cal/gmol/bar,-0.2932,cal/gmol,-1493.4,cal K/gmol/bar,11.6041,cal K/gmol,-21615,cal/gmol/K,16.0611,cal K/gmol,-82492,cal/gmol,270250,ref:G9
Nd+++,Nd:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-160600,cal/gmol,-166500,cal/gmol/K,-49.5,cal/gmol/bar,-0.33707,cal/gmol,-1454.52,cal K/gmol/bar,8.3211,cal K/gmol,-21777,cal/gmol/K,1.6236,cal K/gmol,-118344,cal/gmol,225500,ref:G9
Pr+++,Pr:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-162600,cal/gmol,-168800,cal/gmol/K,-50,cal/gmol/bar,-0.32061,cal/gmol,-1428.94,cal K/gmol/bar,8.5328,cal K/gmol,-21882,cal/gmol/K,3.9607,cal K/gmol,-112844,cal/gmol,233690,ref:G9
Rh+++,Rh:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,52450,cal/gmol,42830,cal/gmol/K,-71.6,cal/gmol/bar,-0.32866,cal/gmol,-1580.2,cal K/gmol/bar,11.9492,cal K/gmol,-21256,cal/gmol/K,13.0231,cal K/gmol,-91862,cal/gmol,266540,"ref:G9,G12"
Ru+++,Ru:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,41440,cal/gmol,32270,cal/gmol/K,-70.8,cal/gmol/bar,-0.27297,cal/gmol,-1444.06,cal K/gmol/bar,11.4109,cal K/gmol,-21819,cal/gmol/K,17.2884,cal K/gmol,-76646,cal/gmol,265320,ref:G12
Sc+++,Sc:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-140200,cal/gmol,-146800,cal/gmol/K,-61,cal/gmol/bar,-0.21109,cal/gmol,-1292.94,cal K/gmol/bar,10.817,cal K/gmol,-22444,cal/gmol/K,21.1134,cal K/gmol,-58456,cal/gmol,250030,ref:G9
Sm+++,Sm:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-159100,cal/gmol,-165200,cal/gmol/K,-50.7,cal/gmol/bar,-0.32065,cal/gmol,-1561.08,cal K/gmol/bar,11.8857,cal K/gmol,-21337,cal/gmol/K,1.9385,cal K/gmol,-118548,cal/gmol,229550,ref:G9
Tb+++,Tb:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-159500,cal/gmol,-166900,cal/gmol/K,-54,cal/gmol/bar,-0.29245,cal/gmol,-1491.62,cal K/gmol/bar,11.5979,cal K/gmol,-21623,cal/gmol/K,7.1853,cal K/gmol,-103677,cal/gmol,240070,ref:G9
Tl+++,Tl:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,51300,cal/gmol,47000,cal/gmol/K,-46,cal/gmol/bar,-0.11607,cal/gmol,-1060.78,cal K/gmol/bar,9.9017,cal K/gmol,-23404,cal/gmol/K,27.0098,cal K/gmol,-30752,cal/gmol,227520,ref:G9
Tm+++,Tm:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-159900,cal/gmol,-168500,cal/gmol/K,-58.1,cal/gmol/bar,-0.32967,cal/gmol,-1583.12,cal K/gmol/bar,11.9724,cal K/gmol,-21245,cal/gmol/K,8.4826,cal K/gmol,-100215,cal/gmol,243330,ref:G9
U+++,U:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-113550,cal/gmol,-116900,cal/gmol/K,-46.1,cal/gmol/bar,-0.28438,cal/gmol,-1472.2,cal K/gmol/bar,11.528,cal K/gmol,-21703,cal/gmol/K,5.7945,cal K/gmol,-104492,cal/gmol,227520,ref:G9
Y+++,Y:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-163800,cal/gmol,-170900,cal/gmol/K,-60,cal/gmol/bar,-0.20463,cal/gmol,-1277.41,cal K/gmol/bar,10.7611,cal K/gmol,-22508,cal/gmol/K,21.5366,cal K/gmol,-56622,cal/gmol,248900,ref:G9
Yb+++,Yb:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-153000,cal/gmol,-160300,cal/gmol/K,-56.9,cal/gmol/bar,-0.34983,cal/gmol,-1632.33,cal K/gmol/bar,12.1658,cal K/gmol,-21042,cal/gmol/K,7.3533,cal K/gmol,-104493,cal/gmol,244430,ref:G9
UOH+++,U:1 O:1 H:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-182600,cal/gmol,-198400,cal/gmol/K,-47.8,cal/gmol/bar,0.21611,cal/gmol,-250.64,cal K/gmol/bar,6.739,cal K/gmol,-26753,cal/gmol/K,37.5484,cal K/gmol,4894,cal/gmol,230580,ref:G11
Bi+++,Bi:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,22880,cal/gmol,19360,cal/gmol/K,-45,cal/gmol/bar,-0.10957,cal/gmol,-1045.36,cal K/gmol/bar,9.8506,cal K/gmol,-23467,cal/gmol/K,27.5027,cal K/gmol,-28715,cal/gmol,226510,ref:G9
V+++,V:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-57900,cal/gmol,-62000,cal/gmol/K,-55,cal/gmol/bar,-0.17304,cal/gmol,-1199.81,cal K/gmol/bar,10.4465,cal K/gmol,-22829,cal/gmol/K,23.4604,cal K/gmol,-47456,cal/gmol,241150,ref:G9
Cr+++,Cr:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-49300,cal/gmol,-60000,cal/gmol/K,-77,cal/gmol/bar,-0.27824,cal/gmol,-1457.09,cal K/gmol/bar,11.4661,cal K/gmol,-21765,cal/gmol/K,17.9914,cal K/gmol,-76992,cal/gmol,274030,ref:G9
ZrOH+++,Zr:1 O:1 H:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-190400,cal/gmol,-212500,cal/gmol/K,-71.6,cal/gmol/bar,0.09279,cal/gmol,-550.93,cal K/gmol/bar,7.9015,cal K/gmol,-25511,cal/gmol/K,56.7436,cal K/gmol,60097,cal/gmol,266540,ref:G9
Pm+++,Pm:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-158000,cal/gmol,-164000,cal/gmol/K,-50,cal/gmol/bar,-0.32471,cal/gmol,-1570.59,cal K/gmol/bar,11.9125,cal K/gmol,-21296,cal/gmol/K,1.5577,cal K/gmol,-121195,cal/gmol,233690,ref:G9
HfOH+++,Hf:1 O:1 H:1,3,HKFT,1 atm,625.15,298.15,cal/gmol,-189000,cal/gmol,-211800,cal/gmol/K,-72.8,cal/gmol/bar,0.09047,cal/gmol,-556.7,cal K/gmol/bar,7.9267,cal K/gmol,-25488,cal/gmol/K,57.6774,cal K/gmol,62949,cal/gmol,267770,ref:G9
Ag++,Ag:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,64300,cal/gmol,64200,cal/gmol/K,-21,cal/gmol/bar,-0.04299,cal/gmol,-883.1,cal K/gmol/bar,9.221,cal K/gmol,-24139,cal/gmol/K,15.2224,cal K/gmol,-41142,cal/gmol,132010,ref:2
AlOH++,Al:1 O:1 H:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-165475,cal/gmol,-183300,cal/gmol/K,-44.2,cal/gmol/bar,0.20469,cal/gmol,-278.13,cal K/gmol/bar,6.8375,cal K/gmol,-26639,cal/gmol/K,29.7922,cal K/gmol,-3457,cal/gmol,172470,ref:G9
AlOH++,Al:1 O:1 H:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-165475,cal/gmol,-183300,cal/gmol/K,-44.2,cal/gmol/bar,0.20469,cal/gmol,-278.13,cal K/gmol/bar,6.8376,cal K/gmol,-26639,cal/gmol/K,29.7923,cal K/gmol,-3457,cal/gmol,172470,ref:G9
Ba++,Ba:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-134030,cal/gmol,-128500,cal/gmol/K,2.3,cal/gmol/bar,0.27383,cal/gmol,-1005.65,cal K/gmol/bar,-0.047,cal K/gmol,-23633,cal/gmol/K,3.8,cal K/gmol,-34500,cal/gmol,98500,ref:G9
Be++,Be:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-90550,cal/gmol,-91500,cal/gmol/K,-32.1,cal/gmol/bar,-0.05718,cal/gmol,-917.42,cal K/gmol/bar,9.3462,cal K/gmol,-23996,cal/gmol/K,17.0245,cal K/gmol,-42160,cal/gmol,154750,ref:G9
Ca++,Ca:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-132120,cal/gmol,-129800,cal/gmol/K,-13.5,cal/gmol/bar,-0.01947,cal/gmol,-725.2,cal K/gmol/bar,5.2966,cal K/gmol,-24792,cal/gmol/K,9,cal K/gmol,-25220,cal/gmol,123660,ref:G9
Cd++,Cd:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-18560,cal/gmol,-18140,cal/gmol/K,-17.4,cal/gmol/bar,0.00537,cal/gmol,-1070.8,cal K/gmol/bar,16.5176,cal K/gmol,-23363,cal/gmol/K,15.6573,cal K/gmol,-37476,cal/gmol,125280,ref:G9
Ce++,Ce:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-74900,cal/gmol,-70300,cal/gmol/K,1.4,cal/gmol/bar,0.01315,cal/gmol,-745.38,cal K/gmol/bar,8.6653,cal K/gmol,-24708,cal/gmol/K,8.5755,cal K/gmol,-55196,cal/gmol,103760,ref:G9
Co++,Co:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-13000,cal/gmol,-13900,cal/gmol/K,-27,cal/gmol/bar,-0.12252,cal/gmol,-893.56,cal K/gmol/bar,5.3191,cal K/gmol,-24095,cal/gmol/K,15.2013,cal K/gmol,-46234,cal/gmol,147690,ref:G9
CoOH++,Co:1 O:1 H:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-23000,cal/gmol,-36100,cal/gmol/K,-27.8,cal/gmol/bar,-0.10884,cal/gmol,-1043.53,cal K/gmol/bar,9.8425,cal K/gmol,-23475,cal/gmol/K,16.5492,cal K/gmol,-41549,cal/gmol,147690,ref:G9
Cu++,Cu:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,15675,cal/gmol,15700,cal/gmol/K,-23.2,cal/gmol/bar,-0.11021,cal/gmol,-1047.26,cal K/gmol/bar,9.8662,cal K/gmol,-23461,cal/gmol/K,20.3,cal K/gmol,-43900,cal/gmol,147690,ref:G9
Dy++,Dy:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-102800,cal/gmol,-99900,cal/gmol/K,-3.6,cal/gmol/bar,0.00206,cal/gmol,-772.48,cal K/gmol/bar,8.7724,cal K/gmol,-24596,cal/gmol/K,9.869,cal K/gmol,-53159,cal/gmol,111440,ref:G9
Er++,Er:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-91600,cal/gmol,-89150,cal/gmol/K,-5.5,cal/gmol/bar,-0.00104,cal/gmol,-779.96,cal K/gmol/bar,8.7981,cal K/gmol,-24565,cal/gmol/K,10.315,cal K/gmol,-52548,cal/gmol,114370,ref:G9
Eu++,Eu:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-129200,cal/gmol,-126150,cal/gmol/K,-2.4,cal/gmol/bar,0.00407,cal/gmol,-767.76,cal K/gmol/bar,8.7578,cal K/gmol,-24615,cal/gmol/K,9.5539,cal K/gmol,-53567,cal/gmol,109290,ref:G9
Fe++,Fe:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-21870,cal/gmol,-22050,cal/gmol/K,-25.3,cal/gmol/bar,-0.07867,cal/gmol,-969.69,cal K/gmol/bar,9.5479,cal K/gmol,-23780,cal/gmol/K,14.786,cal K/gmol,-46437,cal/gmol,143820,"ref:2,13,14,G9"
FeOH++,Fe:1 O:1 H:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-57800,cal/gmol,-70000,cal/gmol/K,-25.4,cal/gmol/bar,-0.11562,cal/gmol,-1060.09,cal K/gmol/bar,9.9077,cal K/gmol,-23407,cal/gmol/K,14.6102,cal K/gmol,-47048,cal/gmol,143820,ref:G9
GaOH++,Ga:1 O:1 H:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-91100,cal/gmol,-116700,cal/gmol/K,-67.3,cal/gmol/bar,0.16572,cal/gmol,-373.21,cal K/gmol/bar,7.2107,cal K/gmol,-26246,cal/gmol/K,48.387,cal K/gmol,50115,cal/gmol,207000,ref:G9
Gd++,Gd:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-70600,cal/gmol,-67400,cal/gmol/K,-4.3,cal/gmol/bar,0.00094,cal/gmol,-775.16,cal K/gmol/bar,8.781,cal K/gmol,-24584,cal/gmol/K,9.9946,cal K/gmol,-52956,cal/gmol,112160,ref:G9
Hg++,Hg:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,39360,cal/gmol,40670,cal/gmol/K,-8.68,cal/gmol/bar,-0.0528,cal/gmol,-907.07,cal K/gmol/bar,9.3152,cal K/gmol,-24040,cal/gmol/K,18.0613,cal K/gmol,-25865,cal/gmol,115120,ref:2
Hg2++,Hg:2,2,HKFT,1 atm,625.15,298.15,cal/gmol,36710,cal/gmol,39880,cal/gmol/K,15.71,cal/gmol/bar,0.40263,cal/gmol,204.79,cal K/gmol/bar,4.9491,cal K/gmol,-28636,cal/gmol/K,21.809,cal K/gmol,-2234,cal/gmol,82010,ref:G9
Ho++,Ho:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-96900,cal/gmol,-94200,cal/gmol/K,-4.3,cal/gmol/bar,0.00094,cal/gmol,-775.16,cal K/gmol/bar,8.781,cal K/gmol,-24584,cal/gmol/K,9.9946,cal K/gmol,-52956,cal/gmol,112160,ref:G9
InOH++,In:1 O:1 H:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-74600,cal/gmol,-94700,cal/gmol/K,-44.7,cal/gmol/bar,0.20372,cal/gmol,-280.58,cal K/gmol/bar,6.8493,cal K/gmol,-26629,cal/gmol/K,30.2531,cal K/gmol,-2234,cal/gmol,173660,ref:G9
Mg++,Mg:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-108505,cal/gmol,-111367,cal/gmol/K,-33,cal/gmol/bar,-0.08217,cal/gmol,-859.9,cal K/gmol/bar,8.39,cal K/gmol,-23900,cal/gmol/K,20.8,cal K/gmol,-58920,cal/gmol,153720,ref:G9
Mn++,Mn:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-55100,cal/gmol,-52900,cal/gmol/K,-16.2,cal/gmol/bar,-0.01015,cal/gmol,-800.4,cal K/gmol/bar,8.84,cal K/gmol,-24480,cal/gmol/K,16.6672,cal K/gmol,-38697,cal/gmol,140060,ref:G9
Nd++,Nd:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-100200,cal/gmol,-96100,cal/gmol/K,-0.5,cal/gmol/bar,0.0086,cal/gmol,-756.54,cal K/gmol/bar,8.7097,cal K/gmol,-24661,cal/gmol/K,9.0616,cal K/gmol,-54382,cal/gmol,106490,ref:G9
Ni++,Ni:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-10900,cal/gmol,-12900,cal/gmol/K,-30.8,cal/gmol/bar,-0.16942,cal/gmol,-1191.81,cal K/gmol/bar,10.4344,cal K/gmol,-22863,cal/gmol/K,13.1905,cal K/gmol,-54179,cal/gmol,150670,ref:G9
Pb++,Pb:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-5710,cal/gmol,220,cal/gmol/K,4.2,cal/gmol/bar,-0.00051,cal/gmol,-779.39,cal K/gmol/bar,8.8134,cal K/gmol,-24568,cal/gmol/K,8.6624,cal K/gmol,-56216,cal/gmol,107880,ref:G9
Pd++,Pd:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,42200,cal/gmol,42540,cal/gmol/K,-21.1,cal/gmol/bar,-0.03631,cal/gmol,-866.02,cal K/gmol/bar,9.1359,cal K/gmol,-24209,cal/gmol/K,17.1907,cal K/gmol,-41915,cal/gmol,155790,ref:G12
Pr++,Pr:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-92700,cal/gmol,-88400,cal/gmol/K,0.7,cal/gmol/bar,0.01064,cal/gmol,-751.28,cal K/gmol/bar,8.6835,cal K/gmol,-24683,cal/gmol/K,8.7551,cal K/gmol,-54789,cal/gmol,104440,ref:G9
Pt++,Pt:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,61600,cal/gmol,60900,cal/gmol/K,-23.6,cal/gmol/bar,-0.06648,cal/gmol,-939.85,cal K/gmol/bar,9.4293,cal K/gmol,-23904,cal/gmol/K,16.8028,cal K/gmol,-44624,cal/gmol,160050,ref:G12
Ra++,Ra:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-134200,cal/gmol,-126100,cal/gmol/K,12.9,cal/gmol/bar,0.0374,cal/gmol,-685.98,cal K/gmol/bar,8.4279,cal K/gmol,-24953,cal/gmol/K,5.7496,cal K/gmol,-59474,cal/gmol,86440,ref:G9
RhOH++,Rh:1 O:1 H:1,2,HKFT,1 atm,625.15,298.15,cal/gmol,-820,cal/gmol,-14620,cal/gmol/K,-32.5,cal/gmol/bar,0.2247,cal/gmol,-229.46,cal K/gmol/bar,6.6503,cal K/gmol,-26840,cal/gmol/K,20.365,cal K/gmol,-30549,cal/gmol,154750,ref:G12
