         Tinit ,        Tfinal ,      Volts_Soln ,  Volts_Electrode , OpenCircVolt ,      OCV_avg , OCV_RefElec  , OCV_avg_refE ,      Current , RelExtent    , DoD_Frac     ,  CapDischarged ,  CapacityLeft ,  Capacity , MN_electron_Li_LiIon   , MN_ECDMC               , MN_Li+                 , MN_PF6-                , MN_Li_C6-bulk          , MN_V_C6-bulk           , MN_li_site             , SRC_electron_Li_LiIon   , SRC_ECDMC               , SRC_Li+                 , SRC_PF6-                , SRC_Li_C6-bulk          , SRC_V_C6-bulk           , SRC_li_site             , iType, SolidVol, ElectrolyteVol, TotalVol, Porosity
   0.00000E+00 ,   2.50000E-08 ,    -1.50000E-02 ,      0.00000E+00 , -2.30894E-02 , -2.30894E-02 ,   4.18031E-02 ,  4.18031E-02 ,   2.44753E+05 ,  2.00000E-01 ,  1.19048E-01 ,    6.11881E-03 ,    9.96920E+03 ,    1.13164E+04 ,  0.00000E+00           ,  2.15985E-05           ,  2.05700E-06           ,  2.05700E-06           ,  1.11701E-04           ,  2.79253E-05           ,  7.53982E-09           ,  6.34170E-11            ,  0.00000E+00            ,  6.34170E-11            ,  0.00000E+00            , -6.34170E-11            ,  6.34170E-11            ,  0.00000E+00            ,     2,  8.37758E-07 ,  4.51100E-07 ,  1.28886E-06 ,  3.50000E-01  
